,ID,Gene,VF,Source_Organism
6384,>VFG042842(gb|WP_011010862),(tadA) Flp pilus assembly complex ATPase component TadA,Type IV pili (VF0731) - Adherence (VFC0001),Clostridium perfringens str. 13
6385,>VFG042843(gb|WP_003462279),(CPE_RS11865) A24 family peptidase,Type IV pili (VF0731) - Adherence (VFC0001),Clostridium perfringens str. 13
6386,>VFG042844(gb|WP_011010863),(CPE_RS11870) type II secretion system GspH family protein,Type IV pili (VF0731) - Adherence (VFC0001),Clostridium perfringens str. 13
6387,>VFG043276(gb|WP_011860680),(CD630_RS01665) FliM/FliN family flagellar motor C-terminal domain-containing protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6388,>VFG043277(gb|WP_011860681),(flgM) flagellar biosynthesis anti-sigma factor FlgM,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6389,>VFG043278(gb|WP_011860682),(CD630_RS01675) flagellar protein FlgN,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6390,>VFG043279(gb|WP_011860683),(flgK) flagellar hook-associated protein FlgK,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6391,>VFG043280(gb|WP_011860684),(flgL) flagellar hook-associated protein FlgL,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6392,>VFG043281(gb|WP_011860685),(CD630_RS01690) flagellar assembly protein FliW,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6393,>VFG043282(gb|WP_011860686),(fliS) flagellar export chaperone FliS,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6394,>VFG043283(gb|WP_016729241),(fliS) flagellar export chaperone FliS,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6395,>VFG043284(gb|WP_011860688),(fliD) flagellar filament capping protein FliD,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6396,>VFG043285(gb|WP_011860690),(fliC) flagellin FliC,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6397,>VFG043286(gb|WP_011860691),(CD630_RS01725) glycosyltransferase,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6398,>VFG043287(gb|WP_003425253),(CD630_RS01730) HAD-IB family phosphatase,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6399,>VFG043288(gb|WP_011860693),(CD630_RS01735) NTP transferase domain-containing protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6400,>VFG043289(gb|WP_011860694),(CD630_RS01740) class I SAM-dependent methyltransferase,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6401,>VFG043290(gb|WP_016729245),(CD630_RS01745) CDP-glycerol--glycerophosphate glycerophosphotransferase,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6402,>VFG043291(gb|WP_011860696),(flgB) flagellar basal body rod protein FlgB,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6403,>VFG043292(gb|WP_003425244),(flgC) flagellar basal body rod protein FlgC,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6404,>VFG043293(gb|WP_011860697),(fliE) flagellar hook-basal body complex protein FliE,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6405,>VFG043294(gb|WP_003436009),(fliF) flagellar M-ring protein FliF,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6406,>VFG043295(gb|WP_011860698),(fliG) flagellar motor switch protein FliG,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6407,>VFG043296(gb|WP_022621474),(CD630_RS01775) flagellar assembly protein FliH,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6408,>VFG043297(gb|WP_011860700),(fliI) flagellar protein export ATPase FliI,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6409,>VFG043298(gb|WP_003435998),(fliJ) flagellar export protein FliJ,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6410,>VFG043299(gb|WP_011860702),(CD630_RS01790) flagellar hook-length control protein FliK,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6411,>VFG043300(gb|WP_011860703),(CD630_RS01795) flagellar basal body rod modification protein FlgD,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6412,>VFG043301(gb|WP_011860704),(CD630_RS01800) flagellar hook-basal body complex protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6413,>VFG043302(gb|WP_003425222),(CD630_RS01805) flagellar FlbD family protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6414,>VFG043303(gb|WP_003425220),(CD630_RS01810) MotA/TolQ/ExbB proton channel family protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6415,>VFG043304(gb|WP_003435983),(CD630_RS01815) OmpA family protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6416,>VFG043305(gb|WP_003435981),(CD630_RS01820) flagellar basal body-associated FliL family protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6417,>VFG043306(gb|WP_011860705),(CD630_RS01825) flagellar biosynthesis protein FliZ,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6418,>VFG043307(gb|WP_003435977),(fliP) flagellar type III secretion system pore protein FliP,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6419,>VFG043308(gb|WP_003435976),(fliQ) flagellar biosynthesis protein FliQ,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6420,>VFG043309(gb|WP_011860706),(CD630_RS01840) fused FliR family export protein/FlhB family type III secretion system protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6421,>VFG043310(gb|WP_011860707),(flhA) flagellar biosynthesis protein FlhA,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6422,>VFG043311(gb|WP_011860708),(flhF) flagellar biosynthesis protein FlhF,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6423,>VFG043312(gb|WP_011860709),(CD630_RS01855) MinD/ParA family protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6424,>VFG043313(gb|WP_003435969),(CD630_RS01860) FliA/WhiG family RNA polymerase sigma factor,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6425,>VFG043314(gb|WP_011860711),(flgG) flagellar basal body rod protein FlgG,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6426,>VFG043315(gb|WP_009901767),(flgG) flagellar basal body rod protein FlgG,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6427,>VFG043316(gb|WP_011860712),(CD630_RS01880) FliM/FliN family flagellar motor switch protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6428,>VFG043317(gb|WP_003425190),(CD630_RS01885) FliM/FliN family flagellar motor switch protein,Peritrichous flagella (VF0732) - Motility (VFC0204),Clostridium difficile 630
6429,>VFG043440(gb|WP_011010006),(CPE_RS04085) elongation factor G-binding protein,FbpA/Fbp68 (VF0595) - Adherence (VFC0001),Clostridium perfringens str. 13
6430,>VFG043656(gb|WP_003377818),(C2I) C2 toxin (component-I),C2 toxin (VF0384) - Exotoxin (VFC0235),Clostridium botulinum C str. 203U28
6431,>VFG043658(gb|CAA66611),(sas) Sa component,Iota-toxin (VF0381) - Exotoxin (VFC0235),Clostridium spiroforme str. CS246
6432,>VFG043659(gb|CAA66612),(sbs) Sb component,Iota-toxin (VF0381) - Exotoxin (VFC0235),Clostridium spiroforme str. CS246
6433,>VFG043660(gb|AAB67304),(cdtA) ADP-ribosyltransferase enzymatic component,CDT (VF0385) - Exotoxin (VFC0235),Clostridium difficile CD196
6434,>VFG043661(gb|AAB67305),(cdtB) ADP-ribosyltransferase binding component,CDT (VF0385) - Exotoxin (VFC0235),Clostridium difficile CD196
6435,>VFG043665(gb|AAA23212),(C3bot2) C3 ADP-ribosyltransferase,C3 toxin (VF0387) - Exotoxin (VFC0235),Clostridium botulinum
6436,>VFG043666(gb|CAA60674),(C3lim) C3 ADP-ribosyltransferase,C3 toxin (VF0387) - Exotoxin (VFC0235),Clostridium limosum str. 2
6437,>VFG043744(gb|CAA57959),(CAA57959) cytotoxin L,TcdB (VF0377) - Exotoxin (VFC0235),Clostridium sordellii str. 6018
6438,>VFG043768(gb|WP_012703873),(bont) botulinum neurotoxin type A,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum A2 str. Kyoto
6439,>VFG043769(gb|WP_012720356),(bont) botulinum neurotoxin type A,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum Ba4 str. 657
6440,>VFG043770(gb|ABM73984),(ABM73984) neurotoxin B,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum str. Prevot 59
6441,>VFG043771(gb|ABM73977),(ABM73977) neurotoxin B,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum str. CDC 795
6442,>VFG043772(gb|AAL11498),(AAL11498) type B cryptic neurotoxin,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum Ab str. 588
6443,>VFG043773(gb|YP_398516),"(bont) botulinum neurotoxin, BoNT",BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum C str. Stockholm
6444,>VFG043774(gb|AAB24244),"(bont) botulinum neurotoxin, BoNT",BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum D str. CB16
6445,>VFG043775(gb|BAB86845),"(bont) botulinum neurotoxin, BoNT",BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum E str. 35396
6446,>VFG043776(gb|ABM73981),(ABM73981) neurotoxin E,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum str. CDC 5247
6447,>VFG043777(gb|ABM73980),(ABM73980) neurotoxin E,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium botulinum E3 str. Alaska E43
6448,>VFG043778(gb|CAA52275),"(bont) botulinum neurotoxin, BoNT",BoNT (VF0375) - Exotoxin (VFC0235),"Clostridium botulinum G str. 113/30, NCFB 3012"
6449,>VFG043779(gb|CAA43998),(CAA43998) botulinum neurotoxin,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium butyricum str. ATCC43755
6450,>VFG043780(gb|BAB03512),(bont/E) type E botulinum toxin,BoNT (VF0375) - Exotoxin (VFC0235),Clostridium butyricum str. LCL 155
6451,>VFG043912(gb|CAA63860),(cbm71) cbm71 mosquitocidal toxin,Cry16Aa (VF0733) - Exotoxin (VFC0235),Clostridium bifermentans subspecies malaysia str. CH18
6452,>VFG043913(gb|CAA67841),(cbm72) cbm72 mosquitocidal toxin,Cry17Aa (VF0734) - Exotoxin (VFC0235),Clostridium bifermentans subspecies malaysia str. CH18
6453,>VFG044001(gb|WP_003411432),(CBY_RS16265) thiol-activated cytolysin family protein,Theta-toxin/PFO (VF0382) - Exotoxin (VFC0235),Clostridium butyricum 5521
6454,>VFG044002(gb|WP_012423426),(pfoA) perfringolysin O,Theta-toxin/PFO (VF0382) - Exotoxin (VFC0235),Clostridium botulinum B str. Eklund 17B
6455,>VFG044003(gb|WP_012451057),(CLH_RS12220) thiol-activated cytolysin family protein,Theta-toxin/PFO (VF0382) - Exotoxin (VFC0235),Clostridium botulinum E3 str. Alaska E43
6456,>VFG044004(gb|WP_003364824),(CBC_RS04840) thiol-activated cytolysin family protein,Theta-toxin/PFO (VF0382) - Exotoxin (VFC0235),Clostridium botulinum C str. Eklund
6457,>VFG044005(gb|WP_011722174),(NT01CX_RS06060) thiol-activated cytolysin family protein,Theta-toxin/PFO (VF0382) - Exotoxin (VFC0235),Clostridium novyi NT
6458,>VFG044015(gb|ACN73257),(netB) necrotic enteritis toxin B,NetB (VF0597) - Exotoxin (VFC0235),Clostridium perfringens str. GrE ABAT
6459,>VFG044020(gb|ACF93710),(ACF93710) delta toxin,-toxin (VF0735) - Exotoxin (VFC0235),Clostridium perfringens str. NCTC8131
6460,>VFG044024(gb|ACA60977),(ACA60977) alpha-toxin,Alpha-toxin (septicum) (VF0416) - Exotoxin (VFC0235),Clostridium septicum str. NH2
6461,>VFG044025(gb|WP_012669495),(C2II) C2 toxin (component-II),C2 toxin (VF0384) - Exotoxin (VFC0235),Clostridium botulinum C str. 203U28
6462,>VFG050211(gb|WP_010968279),(cna) collagen adhesin,Cna (VF0730) - Adherence (VFC0001),Clostridium perfringens str. 13
6463,>VFG050212(gb|WP_011861707),(CD2831) SrtB-anchored collagen-binding adhesin,CD2831 (VF0598) - Adherence (VFC0001),Clostridium difficile 630
6464,>VFG050213(gb|WP_011861889),(CD3246) Cys-Gln thioester bond-forming surface protein,CD3246 (VF0599) - Adherence (VFC0001),Clostridium difficile 630
6465,>VFG050214(gb|WP_011860844),(cwpV) hemagglutinin/adhesin,CwpV (VF0596) - Adherence (VFC0001),Clostridium difficile 630
6466,>VFG050215(gb|WP_011861680),(cwp84) cell wall-binding cysteine protease Cwp84,Cwp84 (VF0590) - Exoenzyme (VFC0251),Clostridium difficile 630
6467,>VFG050216(gb|WP_011861847),(cbpA) collagen-binding adhesin CbpA,CbpA (VF0592) - Adherence (VFC0001),Clostridium difficile 630
6468,>VFG050217(gb|WP_011860976),(CD0873) ABC transporter substrate-binding protein,CD0873 (VF0593) - Adherence (VFC0001),Clostridium difficile 630
6469,>VFG050218(gb|WP_011861706),(zmp1) zinc metalloprotease Zmp1,Zmp1 (VF0600) - Exoenzyme (VFC0251),Clostridium difficile 630
6470,>VFG051287(gb|WP_003366488.1),(C3bot2) C3 ADP-ribosyltransferase,C3 toxin (VF0387) - Exotoxin (VFC0235),Clostridium botulinum C str. Eklund
6471,>VFG002198(gb|WP_003850266),(tox) Diphtheria toxin precursor,DT (VF0363) - Exotoxin (VFC0235),Corynebacterium diphtheriae NCTC 13129
6472,>VFG002199(gb|WP_010935501),(spaC) SpaA-type pili minor subunit SpaC,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6473,>VFG002200(gb|WP_010935502),(spaB) SpaA-type pili minor subunit SpaB,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6474,>VFG002201(gb|WP_010935504),(spaA) SpaA-type pili major subunit SpaA,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6475,>VFG002202(gb|WP_010934132),(spaD) SpaD-type pili major subunit SpaD,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6476,>VFG002203(gb|WP_010934134),(spaE) SpaD-type pili minor subunit SpaE,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6477,>VFG002204(gb|WP_010934135),"(spaF) SpaD-type pili minor subunit SpaF, pilus tip protein",SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6478,>VFG002205(gb|WP_010935677),(spaI) SpaH-type pili minorsubunit SpaI,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6479,>VFG002206(gb|WP_010935680),(spaH) SpaH-type pili major subunit SpaH,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6480,>VFG002207(gb|WP_010935681),"(spaG) SpaH-type pili minorsubunit SpaG, pilus tip protein",SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6481,>VFG013665(gb|WP_006768895),(spaA) SpaA-type pili major subunit SpaA,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6482,>VFG013666(gb|WP_006769190),(spaA) SpaA-type pili major subunit SpaA,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6483,>VFG013667(gb|WP_006769188),(spaA) SpaA-type pili major subunit SpaA,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6484,>VFG013668(gb|WP_010935503),(srtA) fimbrial associated sortase,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6485,>VFG013669(gb|WP_011076064),(srtA) fimbrial associated sortase,SpaA-type pili (VF0364) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6486,>VFG013672(gb|WP_010934130),(srtB) fimbrial associated sortase,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6487,>VFG013674(gb|WP_011274070),(spaD) SpaD-type pili major subunit SpaD,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium jeikeium K411
6488,>VFG013675(gb|WP_011898032),(spaD) SpaD-type pili major subunit SpaD,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium glutamicum R
6489,>VFG013676(gb|WP_010934133),(srtC) fimbrial associated sortase,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6490,>VFG013677(gb|WP_011274069),(srtC) fimbrial associated sortase,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium jeikeium K411
6491,>VFG013679(gb|WP_035011812),(spaE) SpaD-type pili minor subunit SpaE,SpaD-type pili (VF0726) - Adherence (VFC0001),Corynebacterium jeikeium K411
6492,>VFG013682(gb|WP_010935678),(srtE) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6493,>VFG013683(gb|WP_011898033),(srtE) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium glutamicum R
6494,>VFG013684(gb|WP_011898036),(srtE) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium glutamicum R
6495,>VFG013685(gb|WP_010935679),(srtD) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6496,>VFG013686(gb|WP_006769191),(srtD) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6497,>VFG013687(gb|WP_049783621),(srtD) fimbrial associated sortase,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium efficiens YS-314
6498,>VFG013689(gb|WP_011898034),(spaH) SpaH-type pili major subunit SpaH,SpaH-type pili (VF0727) - Adherence (VFC0001),Corynebacterium glutamicum R
6499,>VFG013691(gb|WP_010935545),(sapA) DUF11 domain-containing protein,Surface-anchored pilus proteins (VF0736) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6500,>VFG013692(gb|WP_080561518),(sapA) DUF11 domain-containing protein,Surface-anchored pilus proteins (VF0736) - Adherence (VFC0001),Corynebacterium jeikeium K411
6501,>VFG013693(gb|WP_010934306),(sapD) choice-of-anchor M domain-containing protein,Surface-anchored pilus proteins (VF0736) - Adherence (VFC0001),Corynebacterium diphtheriae NCTC 13129
6502,>VFG013694(gb|WP_011274186),(sapD) TIGR03773 family transporter-associated surface protein,Surface-anchored pilus proteins (VF0736) - Adherence (VFC0001),Corynebacterium jeikeium K411
6503,>VFG013695(gb|WP_011272780),(sapE) hypothetical protein,Surface-anchored pilus proteins (VF0736) - Adherence (VFC0001),Corynebacterium jeikeium K411
6504,>VFG013696(gb|WP_158306310),(cbpA) Cna B-type domain-containing protein,Collagen-binding protein (VF0737) - Adherence (VFC0001),Corynebacterium jeikeium K411
6505,>VFG013698(gb|WP_010934021),(irp6A) ABC transporter substrate-binding protein,Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272),Corynebacterium diphtheriae NCTC 13129
6506,>VFG013699(gb|WP_011273221),(irp6A) ABC transporter substrate-binding protein,Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272),Corynebacterium jeikeium K411
6507,>VFG013700(gb|WP_010934022),(irp6B) iron ABC transporter permease,Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272),Corynebacterium diphtheriae NCTC 13129
6508,>VFG013701(gb|WP_034965332),(irp6B) iron ABC transporter permease,Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272),Corynebacterium jeikeium K411
6509,>VFG013702(gb|WP_010934023),(irp6C) ABC transporter ATP-binding protein,Siderophore-dependent iron uptake system (VF0738) - Nutritional/Metabolic factor (VFC0272),Corynebacterium diphtheriae NCTC 13129
